geo_level,geo_code,name,parent_code
village,63000100024,樂康里,6300010
village,63000100025,內溝里,6300010
village,63000100026,週美里,6300010
village,63000100027,行善里,6300010
village,63000100028,石潭里,6300010
village,63000100029,湖興里,6300010
village,63000100030,湖元里,6300010
village,63000100031,安湖里,6300010
village,63000100032,秀湖里,6300010
village,63000100033,安泰里,6300010
village,63000100034,金湖里,6300010
village,63000100035,康寧里,6300010
village,63000100036,明湖里,6300010
village,63000100037,蘆洲里,6300010
village,63000100038,麗山里,6300010
village,63000100039,寶湖里,6300010
village,63000100040,南湖里,6300010
village,63000110001,仁勇里,6300011
village,63000110002,義信里,6300011
village,63000110003,福林里,6300011
village,63000110004,福德里,6300011
village,63000110005,福志里,6300011
village,63000110006,舊佳里,6300011
village,63000110007,福佳里,6300011
village,63000110008,後港里,6300011
village,63000110009,福中里,6300011
village,63000110010,前港里,6300011
village,63000110011,百齡里,6300011
village,63000110012,承德里,6300011
village,63000110013,福華里,6300011
village,63000110014,明勝里,6300011
village,63000110015,福順里,6300011
village,63000110016,富光里,6300011
village,63000110017,葫蘆里,6300011
village,63000110018,葫東里,6300011
village,63000110019,社子里,6300011
village,63000110020,社新里,6300011
village,63000110021,社園里,6300011
village,63000110022,永倫里,6300011
village,63000110023,福安里,6300011
village,63000110024,富洲里,6300011
village,63000110025,岩山里,6300011
village,63000110026,名山里,6300011
village,63000110027,德行里,6300011
village,63000110028,德華里,6300011
village,63000110029,聖山里,6300011
village,63000110030,忠誠里,6300011
village,63000110031,芝山里,6300011
village,63000110032,東山里,6300011
village,63000110033,三玉里,6300011
village,63000110034,蘭雅里,6300011
village,63000110035,蘭興里,6300011
village,63000110036,天福里,6300011
village,63000110037,天祿里,6300011
village,63000110038,天壽里,6300011
village,63000110039,天和里,6300011
village,63000110040,天山里,6300011
village,63000110041,天玉里,6300011
village,63000110042,天母里,6300011
village,63000110043,永福里,6300011
village,63000110044,公館里,6300011
village,63000110045,新安里,6300011
village,63000110046,陽明里,6300011
village,63000110047,菁山里,6300011
village,63000110048,平等里,6300011
village,63000110049,溪山里,6300011
village,63000110050,翠山里,6300011
village,63000110051,臨溪里,6300011
village,63000120001,建民里,6300012
village,63000120002,文林里,6300012
village,63000120003,石牌里,6300012
village,63000120004,福興里,6300012
village,63000120005,榮光里,6300012
village,63000120006,榮華里,6300012
village,63000120007,裕民里,6300012
village,63000120008,振華里,6300012
village,63000120009,永和里,6300012
village,63000120010,永欣里,6300012
village,63000120011,永明里,6300012
village,63000120012,東華里,6300012
village,63000120013,吉利里,6300012
village,63000120014,吉慶里,6300012
village,63000120015,尊賢里,6300012
village,63000120016,立賢里,6300012
village,63000120017,立農里,6300012
village,63000120018,八仙里,6300012
village,63000120019,洲美里,6300012
village,63000120020,奇岩里,6300012
village,63000120021,清江里,6300012
village,63000120022,中央里,6300012
village,63000120023,長安里,6300012
village,63000120024,大同里,6300012
village,63000120025,溫泉里,6300012
village,63000120026,林泉里,6300012
village,63000120027,中心里,6300012
village,63000120028,中庸里,6300012
village,63000120029,開明里,6300012
village,63000120030,中和里,6300012
village,63000120031,智仁里,6300012
village,63000120032,秀山里,6300012
village,63000120033,文化里,6300012
village,63000120034,豐年里,6300012
village,63000120035,稻香里,6300012
village,63000120036,桃源里,6300012
village,63000120037,一德里,6300012
village,63000120038,關渡里,6300012
village,63000120039,泉源里,6300012
village,63000120040,湖山里,6300012
village,63000120041,大屯里,6300012
village,63000120042,湖田里,6300012
village,63000020001,西村里,6300002
village,63000020002,正和里,6300002
village,63000020003,興隆里,6300002
village,63000020004,中興里,6300002
village,63000020005,新仁里,6300002
village,63000020006,興雅里,6300002
village,63000020007,敦厚里,6300002
village,63000020008,廣居里,6300002
village,63000020009,安康里,6300002
village,63000020010,六藝里,6300002
village,63000020011,雅祥里,6300002
village,63000020012,五常里,6300002
village,63000020013,五全里,6300002
village,63000020014,永吉里,6300002
village,63000020015,長春里,6300002
village,63000020016,四育里,6300002
village,63000020017,四維里,6300002
village,63000020018,永春里,6300002
village,63000020019,富台里,6300002
village,63000020020,國業里,6300002
village,63000020021,松隆里,6300002
village,63000020022,松友里,6300002
village,63000020023,松光里,6300002
village,63000020024,中坡里,6300002
village,63000020025,中行里,6300002
village,63000020026,大道里,6300002
village,63000020027,大仁里,6300002
village,63000020028,景新里,6300002
village,63000020029,惠安里,6300002
village,63000020030,三張里,6300002
village,63000020031,三犁里,6300002
village,63000020032,六合里,6300002
village,63000020033,泰和里,6300002
village,63000020034,景聯里,6300002
village,63000020035,景勤里,6300002
village,63000020036,雙和里,6300002
village,63000020037,嘉興里,6300002
village,63000020038,黎順里,6300002
village,63000020039,黎平里,6300002
village,63000020040,黎忠里,6300002
village,63000020041,黎安里,6300002
village,66000010001,繼光里,6600001
village,66000010002,大墩里,6600001
village,66000010003,綠川里,6600001
village,66000010004,公園里,6600001
village,66000010005,光復里,6600001
village,66000010006,柳川里,6600001
village,66000010007,大誠里,6600001
village,66000010008,中華里,6600001
village,66000020001,新庄里,6600002
village,66000020002,振興里,6600002
village,66000020003,東橋里,6600002
village,66000020004,東興里,6600002
village,66000020005,干城里,6600002
village,66000020006,泉源里,6600002
village,66000020007,旱溪里,6600002
village,66000020008,樂成里,6600002
village,66000020009,東門里,6600002
village,66000020010,十甲里,6600002
village,66000020011,東南里,6600002
village,66000020012,東勢里,6600002
village,66000020013,合作里,6600002
village,66000020014,富台里,6600002
village,66000020015,富仁里,6600002
village,66000020016,東信里,6600002
village,66000020017,東英里,6600002
village,66000030001,城隍里,6600003
village,66000030002,國光里,6600003
village,66000030003,南門里,6600003
village,66000030004,德義里,6600003
village,66000030005,積善里,6600003
village,66000030006,江川里,6600003
village,66000030007,新榮里,6600003
village,66000030008,福興里,6600003
village,66000030009,福平里,6600003
village,66000030010,和平里,6600003
village,66000030011,永興里,6600003
village,66000030012,樹義里,6600003
village,66000030013,樹德里,6600003
village,66000030014,西川里,6600003
village,66000030015,長春里,6600003
village,66000030016,長榮里,6600003
village,66000030017,福順里,6600003
village,66000030018,平和里,6600003
village,66000030019,南和里,6600003
village,66000030020,永和里,6600003
village,66000030021,工學里,6600003
village,66000030022,崇倫里,6600003
